driverId,truckId,eventTime
30,58,38:17.3
29,68,38:17.3
22,29,38:17.4
32,21,38:17.7
10,43,38:17.9
27,60,38:17.7
13,69,38:18.4
22,29,38:18.2
25,106,38:18.5
10,43,38:18.8
28,90,38:19.1
16,71,38:19.2
20,33,38:18.8
29,68,38:19.1
19,65,38:19.6
29,68,38:19.8
10,43,38:19.5
18,11,38:19.6
15,92,38:19.9
32,21,38:20.3
12,22,38:20.1
20,33,38:20.6
14,56,38:20.5
15,92,38:20.8
16,71,38:21.0
24,89,38:20.8
18,11,38:24.9
20,33,38:25.0
15,92,38:25.3
32,21,38:25.6
29,68,38:25.5
16,71,38:26.0
28,90,38:26.2
13,69,38:25.7
26,38,38:26.5
22,29,38:26.0
29,68,38:26.3
13,69,38:26.6
19,65,38:26.5
21,54,38:27.0
14,56,38:27.3
29,68,38:27.3
25,106,38:27.4
27,60,38:27.9
13,69,38:27.6
28,90,38:28.0
25,106,38:28.4
29,68,38:28.1
26,38,38:28.3
15,92,38:28.8
11,39,38:28.8
21,54,38:28.8
27,60,38:28.9
19,65,38:29.1
32,21,38:29.2
15,92,38:29.6
24,89,38:29.8
20,33,38:30.1
16,71,38:30.4
26,38,38:30.8
29,68,38:30.9
21,54,38:29.7
28,90,38:29.7
18,11,38:31.2
15,92,38:31.5
10,43,38:31.8
22,29,38:32.3
18,11,38:30.4
28,90,38:30.6
10,43,38:30.9
31,86,38:31.1
12,22,38:31.5
19,65,38:31.7
31,86,38:32.1
12,22,38:32.3
13,69,38:36.5
24,89,38:36.6
14,56,38:36.9
26,38,38:37.0
28,90,38:36.7
19,65,38:36.9
25,106,38:37.4
11,39,38:37.7
30,58,38:37.4
15,92,38:37.7
18,11,38:38.0
16,71,38:38.3
19,65,38:38.7
23,44,38:39.0
12,22,38:39.1
10,43,38:37.9
12,22,38:38.2
15,92,38:38.5
13,69,38:38.9
16,71,38:39.2
27,60,38:39.5
19,65,38:39.6
16,71,38:43.5
32,21,38:43.4
18,11,38:43.8
19,65,38:43.8
12,22,38:44.2
23,44,38:44.1
32,21,38:44.3
19,65,38:44.7
20,33,38:44.8
26,38,38:44.8
24,89,38:45.3
25,106,38:45.0
26,38,38:45.6
25,106,38:45.9
32,21,38:45.2
12,22,38:45.9
32,21,38:46.0
14,56,38:46.5
21,54,38:46.8
17,27,38:46.0
24,89,38:46.3
15,92,38:46.8
27,60,38:46.8
24,89,38:47.1
26,38,38:47.3
20,33,38:47.6
25,106,38:47.8
19,65,38:48.0
11,39,38:47.5
29,68,38:47.6
13,69,38:48.5
23,44,38:48.6
23,44,38:47.8
10,43,38:49.1
29,68,38:48.4
20,33,38:48.5
12,22,38:49.5
24,89,38:48.9
17,27,38:49.6
11,39,38:49.1
16,71,38:49.9
13,69,38:50.4
27,60,38:49.6
11,39,38:49.9
18,11,38:49.9
19,65,38:50.4
17,86,57:53.8
28,34,57:54.1
20,47,57:54.3
27,59,57:54.6
16,69,57:55.0
18,16,57:55.1
11,19,57:53.6
22,24,57:53.9
18,16,57:54.3
24,102,57:54.8
25,53,57:55.0
21,21,57:55.1
12,55,57:55.6
16,69,57:55.9
31,82,57:56.1
28,34,57:56.5
32,84,57:55.4
21,21,57:56.9
15,48,57:57.0
29,108,57:55.7
10,23,57:56.1
12,55,57:56.4
22,24,57:56.6
25,53,57:56.9
24,102,57:57.3
26,42,57:57.5
30,41,57:57.6
16,69,57:57.8
12,55,57:58.0
21,21,57:57.8
18,16,57:58.4
11,19,57:58.2
25,53,57:58.7
31,82,57:58.7
22,24,57:59.0
24,102,57:59.1
14,15,57:58.9
29,108,57:59.0
25,53,57:59.6
13,10,57:59.6
11,19,57:59.9
21,21,57:59.7
16,69,58:00.2
28,34,58:00.0
25,53,58:00.5
13,10,58:00.5
22,24,58:00.7
28,34,58:00.7
26,42,58:00.9
27,59,58:00.9
13,10,58:01.3
12,55,58:01.3
17,86,58:01.6
30,41,58:01.7
26,42,58:01.7
32,84,58:02.4
17,86,58:02.6
27,59,58:02.8
25,53,58:03.1
16,69,58:02.1
21,21,58:02.4
20,47,58:02.4
30,41,58:03.4
23,93,58:02.8
31,82,58:03.1
26,42,58:03.4
13,10,58:03.9
14,15,58:04.1
18,16,58:04.3
16,69,58:04.6
15,48,58:03.7
12,55,58:04.0
24,102,58:04.3
15,48,58:04.6
20,47,58:05.1
18,16,58:05.1
19,109,58:05.1
25,53,58:05.5
13,10,58:05.8
27,59,58:05.4
16,69,58:05.5
24,102,58:06.1
21,21,58:05.7
14,15,58:06.5
22,24,58:06.1
19,109,58:06.9
29,108,58:06.4
20,47,58:06.8
11,19,58:06.9
14,15,58:07.2
24,102,58:07.1
12,55,58:07.5
29,108,58:08.0
16,69,58:08.1
10,23,58:07.4
20,47,58:07.6
24,102,58:08.0
12,55,58:08.4
28,34,58:08.6
19,109,58:08.6
25,53,58:08.8
24,102,58:08.9
17,86,58:09.1
22,24,58:09.5
29,108,58:09.8
13,10,58:09.1
20,47,58:09.4
13,10,58:10.0
15,48,58:09.8
18,16,58:10.3
21,21,58:10.2
11,19,58:10.3
29,108,58:10.6
31,82,58:10.8
13,10,58:11.0
10,23,58:10.8
28,34,58:11.1
25,53,58:11.5
27,59,58:11.6
15,48,58:11.7
10,23,58:11.8
13,10,58:11.9
30,41,58:12.0
28,34,58:12.0
17,86,58:12.5
32,84,58:12.7
14,15,58:13.2
32,84,58:13.5
21,21,58:12.6
22,24,58:13.9
26,42,58:14.0
16,69,58:12.8
21,21,58:14.4
29,108,58:14.9
26,42,58:13.3
15,48,58:13.3
12,55,58:14.9
25,53,58:15.1
20,47,58:13.6
11,19,58:15.5
14,15,58:14.1
18,16,58:14.5
31,82,58:15.8
26,42,58:14.9
27,59,58:15.0
21,21,58:16.2
18,16,58:15.5
14,15,58:15.8
24,102,58:15.8
18,16,58:16.3
28,34,58:16.6
19,109,58:16.6
25,53,58:16.9
10,23,58:17.3
17,86,58:16.8
22,24,58:17.3
26,42,58:17.5
31,82,58:17.4
27,59,58:17.6
13,10,58:18.1
15,48,58:17.9
22,24,58:18.3
18,16,58:18.0
12,55,58:18.4
19,109,58:18.5
17,86,58:18.5
10,23,58:19.1
23,93,58:19.1
26,42,58:19.3
28,34,58:19.5
30,41,58:19.2
20,47,58:19.9
16,69,58:19.7
12,55,58:20.1
14,15,58:31.5
30,41,58:31.6
32,84,58:31.6
27,59,58:31.9
29,108,58:32.1
20,47,58:32.0
24,102,58:32.3
12,55,58:32.4
15,48,58:32.5
26,42,58:32.7
23,93,58:32.8
20,47,58:32.8
24,102,58:33.3
15,48,58:33.3
27,59,58:33.5
21,21,58:33.5
22,24,58:34.0
21,21,58:34.3
17,86,58:34.6
28,34,58:33.8
28,34,58:34.7
11,19,58:34.2
21,21,58:35.1
23,93,58:34.6
25,53,58:34.7
13,10,58:35.1
10,23,58:42.8
29,108,58:42.8
30,41,58:42.9
13,10,58:43.2
31,82,58:43.3
25,53,58:43.6
26,42,58:43.9
22,24,58:43.4
14,15,58:43.6
18,16,58:43.8
14,15,58:44.4
24,102,58:44.5
17,86,58:44.2
31,82,58:44.8
15,48,58:44.5
16,69,58:44.8
11,19,58:45.3
10,23,58:45.2
23,93,58:45.4
27,59,58:45.8
19,109,58:45.5
24,102,58:46.1
32,84,58:46.3
30,41,58:45.7
10,23,58:46.0
16,69,58:54.1
18,16,58:54.5
32,84,58:54.4
29,108,58:54.8
23,93,58:54.8
10,23,58:54.8
27,59,58:55.1
26,42,58:55.3
11,19,58:55.5
17,86,58:55.4
14,15,58:55.9
29,108,58:55.6
32,84,58:56.0
24,102,58:56.2
17,86,58:56.2
28,34,58:56.4
23,93,58:56.7
31,82,58:56.9
20,47,58:56.8
29,108,58:57.2
10,23,58:57.4
16,69,58:57.8
27,59,58:57.1
20,47,58:57.7
18,16,58:57.9
13,10,59:05.8
12,55,59:06.1
19,109,59:05.8
23,93,59:06.1
30,41,59:06.5
27,59,59:06.6
10,23,59:06.8
15,48,59:07.0
30,41,59:07.4
23,93,59:06.9
22,24,59:07.2
24,102,59:07.3
12,55,59:07.7
19,109,59:07.6
28,34,59:07.9
25,53,59:08.0
24,102,59:08.2
18,16,59:08.3
23,93,59:08.6
19,109,59:08.6
10,23,59:08.8
29,108,59:08.9
20,47,59:09.2
27,59,59:09.2
15,48,59:09.5
21,21,59:09.5
23,93,59:09.6
20,47,59:10.0
23,93,59:10.4
16,69,59:09.8
27,59,59:10.0
27,59,59:10.8
17,86,59:10.5
21,21,59:11.2
18,16,59:10.9
15,48,59:11.3
31,82,59:11.1
11,19,59:11.3
24,102,59:11.7
12,55,59:12.1
13,10,59:11.9
15,48,59:12.2
30,41,59:11.9
32,84,59:12.5
21,21,59:12.9
11,19,59:12.2
28,34,59:13.0
30,41,59:12.7
31,82,59:12.9
25,53,59:13.2
23,93,59:18.1
29,108,59:18.2
17,86,59:18.2
15,48,59:18.4
25,53,59:18.5
19,109,59:18.8
22,24,59:18.9
25,53,59:19.4
14,15,59:19.6
23,93,59:19.8
20,47,59:19.1
27,59,59:19.2
18,16,59:19.5
22,24,59:19.7
32,84,59:20.3
18,16,59:20.3
24,102,59:20.5
14,15,59:20.5
26,42,59:20.9
17,86,59:21.0
15,48,59:20.7
18,16,59:21.2
21,21,59:21.3
24,102,59:21.5
12,55,59:21.5
11,19,59:25.6
14,15,59:25.8
30,41,59:26.0
27,59,59:26.4
32,84,59:26.4
18,16,59:26.4
10,23,59:26.8
22,24,59:27.2
11,19,59:26.4
24,102,59:27.4
10,23,59:27.7
24,102,59:26.7
22,24,59:28.1
19,109,59:28.3
25,53,59:28.7
18,16,59:28.7
22,24,59:29.1
27,59,59:27.2
11,19,59:27.4
28,34,59:27.7
31,82,59:28.2
23,93,59:28.3
21,21,59:28.5
26,42,59:29.0
31,82,59:29.1
24,89,38:50.6
21,54,38:51.2
28,90,38:51.0
13,69,38:51.2
17,27,38:51.5
11,39,38:51.6
21,54,38:52.2
17,27,38:52.4
16,71,38:51.8
25,106,38:52.2
32,21,38:53.1
25,106,38:53.1
17,86,57:48.0
14,15,57:48.1
11,19,57:48.1
22,24,57:48.1
16,69,57:48.9
10,23,57:48.2
29,108,57:48.9
14,15,57:49.1
19,109,57:49.1
26,42,57:48.9
15,48,57:49.0
26,42,57:49.7
17,86,57:49.8
23,93,57:49.8
30,41,57:49.9
25,53,57:50.0
10,23,57:50.1
22,24,57:50.6
14,15,57:50.6
20,47,57:50.7
31,82,57:50.8
30,41,57:50.8
24,102,57:51.4
14,15,57:51.5
18,16,57:51.4
28,34,57:51.5
27,59,57:51.8
26,42,57:52.2
21,21,57:52.4
19,109,57:51.9
18,16,57:52.4
25,53,57:52.7
16,69,57:52.6
12,55,57:52.9
21,21,57:53.3
28,34,57:53.3
18,16,57:53.4
20,47,57:53.4
17,86,58:20.4
28,34,58:20.4
15,48,58:20.6
21,21,58:20.6
13,10,58:21.0
21,21,58:21.4
23,93,58:21.7
14,15,58:22.0
17,86,58:22.1
24,102,58:22.6
25,53,58:21.0
19,109,58:21.2
15,48,58:21.6
19,109,58:22.9
17,86,58:23.0
25,53,58:21.9
29,108,58:23.4
21,21,58:22.3
29,108,58:22.5
25,53,58:22.8
27,59,58:23.0
31,82,58:23.6
19,109,58:23.7
15,48,58:24.1
24,102,58:24.3
17,86,58:23.9
16,69,58:24.0
18,16,58:24.4
22,24,58:24.6
30,41,58:24.6
28,34,58:25.0
29,108,58:25.0
13,10,58:25.4
17,86,58:25.7
16,69,58:25.8
23,93,58:26.1
31,82,58:25.4
22,24,58:25.5
21,21,58:25.9
19,109,58:26.4
18,16,58:26.2
23,93,58:26.9
18,16,58:27.1
30,41,58:27.4
21,21,58:26.7
24,102,58:26.9
14,15,58:27.0
17,86,58:27.5
26,42,58:27.7
29,108,58:27.7
30,41,58:28.1
19,109,58:28.3
13,10,58:28.0
22,24,58:28.2
28,34,58:28.6
20,47,58:28.6
30,41,58:29.1
17,86,58:29.1
22,24,58:29.2
16,69,58:29.2
15,48,58:29.6
24,102,58:29.5
12,55,58:29.7
31,82,58:29.9
28,34,58:30.3
24,102,58:30.5
12,55,58:30.7
27,59,58:30.1
28,34,58:31.1
18,16,58:31.4
15,48,58:30.6
31,82,58:30.8
20,47,58:31.1
24,102,58:31.5
28,34,58:35.6
25,53,58:35.6
11,19,58:35.9
21,21,58:36.1
18,16,58:35.9
13,10,58:36.1
14,15,58:36.5
18,16,58:36.8
26,42,58:36.3
29,108,58:36.7
27,59,58:37.1
24,102,58:37.4
30,41,58:37.0
15,48,58:37.6
12,55,58:37.4
29,108,58:37.7
27,59,58:38.0
16,69,58:38.0
23,93,58:38.3
25,53,58:38.2
11,19,58:38.4
13,10,58:38.6
28,34,58:38.9
25,53,58:39.2
27,59,58:38.9
30,41,58:39.5
24,102,58:39.2
20,47,58:39.5
27,59,58:39.7
28,34,58:39.9
25,53,58:40.0
13,10,58:40.5
19,109,58:40.1
28,34,58:40.7
15,48,58:41.0
26,42,58:40.5
27,59,58:40.6
24,102,58:40.9
30,41,58:41.4
22,24,58:41.6
16,69,58:41.4
11,19,58:41.7
23,93,58:41.8
28,34,58:42.4
10,23,58:41.9
16,69,58:42.3
19,109,58:46.4
15,48,58:46.5
10,23,58:46.8
32,84,58:47.2
31,82,58:46.4
27,59,58:47.4
16,69,58:46.5
24,102,58:46.9
10,23,58:47.8
13,10,58:47.2
15,48,58:48.2
16,69,58:48.2
29,108,58:48.7
13,10,58:49.1
15,48,58:49.2
15,48,58:47.4
24,102,58:47.8
26,42,58:48.1
20,47,58:49.7
30,41,58:48.6
32,84,58:50.0
20,47,58:49.0
32,84,58:49.1
11,19,58:49.6
24,102,58:49.7
18,16,58:50.0
14,15,58:50.4
24,102,58:50.5
22,24,58:50.4
32,84,58:50.9
28,34,58:50.8
27,59,58:50.9
17,86,58:51.2
24,102,58:51.4
29,108,58:51.3
20,47,58:51.6
19,109,58:52.0
26,42,58:51.9
10,23,58:52.2
14,15,58:52.4
20,47,58:52.4
13,10,58:52.7
30,41,58:52.6
18,16,58:52.9
29,108,58:53.1
31,82,58:53.3
14,15,58:53.3
30,41,58:53.4
17,86,58:53.8
28,34,58:53.7
20,47,58:54.0
15,48,58:54.1
19,109,58:58.2
16,69,58:58.6
25,53,58:58.7
28,34,58:58.3
22,24,58:58.5
19,109,58:59.0
11,19,58:58.9
29,108,58:59.1
13,10,58:59.5
32,84,58:59.4
11,19,58:59.8
24,102,58:59.9
30,41,58:59.6
15,48,59:00.1
23,93,59:00.5
22,24,59:00.1
22,24,59:01.1
32,84,59:01.2
19,109,59:01.5
31,82,59:00.4
19,109,59:00.7
15,48,59:01.1
16,69,59:01.2
11,19,59:01.5
15,48,59:01.9
16,69,59:02.0
20,47,59:01.9
14,15,59:02.4
17,86,59:02.7
23,93,59:02.2
11,19,59:03.1
10,23,59:03.2
28,34,59:02.5
15,48,59:02.7
16,69,59:03.8
27,59,59:03.2
30,41,59:04.0
24,102,59:03.4
13,10,59:04.1
25,53,59:04.6
31,82,59:04.9
26,42,59:05.2
17,86,59:03.6
10,23,59:04.1
26,42,59:04.2
30,41,59:04.8
14,15,59:04.8
25,53,59:05.4
32,84,59:05.5
20,47,59:05.5
14,15,59:13.5
10,23,59:14.0
30,41,59:13.7
21,21,59:13.9
29,108,59:14.7
17,86,59:14.8
18,16,59:15.4
24,102,59:15.9
14,15,59:16.2
12,55,59:14.6
23,93,59:15.4
12,55,59:15.4
19,109,59:16.4
25,53,59:15.8
32,84,59:16.8
22,24,59:16.3
12,55,59:17.1
15,48,59:16.5
26,42,59:16.6
31,82,59:17.3
19,109,59:17.2
16,69,59:17.7
28,34,59:17.4
32,84,59:17.6
18,16,59:18.0
31,82,59:21.7
26,42,59:21.9
13,10,59:22.1
11,19,59:22.4
25,53,59:22.7
23,93,59:22.4
32,84,59:23.0
10,23,59:23.3
31,82,59:23.5
18,16,59:23.9
26,42,59:22.8
21,21,59:22.9
15,48,59:24.4
26,42,59:24.7
24,102,59:23.3
25,53,59:23.5
23,93,59:24.9
27,59,59:25.4
18,16,59:25.5
11,19,59:24.0
23,93,59:24.1
16,69,59:24.7
11,19,59:24.8
25,53,59:25.4
20,47,59:29.4
12,55,59:29.5
24,102,59:29.8
30,41,59:29.6
14,15,59:30.1
31,82,59:30.0
13,10,59:30.1
10,23,59:30.4
28,34,59:30.3
11,19,59:30.7
23,93,59:30.9
22,24,59:30.9
25,53,59:31.5
24,102,59:31.7
10,23,59:32.0
26,42,59:32.5
20,47,59:31.1
30,41,59:31.4
32,84,59:31.8
14,15,59:32.0
11,19,59:32.5
20,47,59:32.8
31,82,59:33.2
23,93,59:32.8
28,34,59:33.2
14,15,59:44.7
26,42,59:44.9
13,10,59:44.6
19,100,08:49.2
16,46,08:49.0
23,66,08:49.2
14,18,08:50.0
21,105,08:49.2
22,24,08:49.3
12,74,08:50.1
20,79,08:50.0
18,49,08:50.0
24,68,08:50.3
14,18,08:50.7
17,92,08:50.2
13,12,08:50.8
30,95,08:50.9
15,32,08:51.1
23,66,08:51.6
11,27,08:51.9
18,49,08:50.9
28,58,08:51.1
24,68,08:51.9
20,79,08:51.7
29,16,08:51.8
23,66,08:52.6
14,18,08:52.5
29,16,08:52.6
13,12,08:52.6
26,17,08:52.7
10,39,08:53.4
23,66,08:53.5
12,74,08:53.6
15,32,08:53.8
16,46,08:54.3
14,18,08:53.3
22,24,08:53.4
20,79,08:54.5
20,79,08:53.6
14,18,08:54.1
19,100,08:55.1
23,66,08:54.3
30,95,08:55.1
18,49,08:55.3
12,74,08:54.6
10,39,08:55.1
31,48,08:55.2
30,95,08:55.9
21,105,08:55.4
17,92,08:55.6
32,71,08:56.0
13,12,09:00.2
17,92,08:59.8
18,49,09:00.2
12,74,09:00.5
14,18,09:00.3
22,24,09:00.6
17,92,09:00.7
11,27,09:01.2
24,68,09:01.3
29,16,09:01.3
20,79,09:01.2
19,100,09:02.0
12,74,09:01.3
27,81,09:01.7
16,46,09:01.9
23,66,09:02.1
17,92,09:02.4
18,49,09:02.9
32,71,09:02.2
19,100,09:02.7
30,95,09:02.9
12,74,09:03.3
10,39,09:03.5
29,16,09:03.0
15,32,09:03.5
20,79,09:03.8
23,66,09:03.9
12,74,09:04.3
28,58,09:04.3
13,12,09:04.5
19,100,09:04.5
31,48,09:04.6
30,95,09:04.8
28,58,09:05.1
27,81,09:05.4
12,74,09:05.1
13,12,09:05.4
22,24,09:05.6
14,18,09:05.7
26,17,09:05.8
31,48,09:06.3
32,71,09:05.8
18,49,09:06.5
13,12,09:07.0
21,105,09:07.2
25,21,09:06.5
23,66,09:06.5
12,74,09:06.8
20,79,09:07.3
18,49,09:07.4
19,100,09:11.3
26,17,09:11.7
15,32,09:12.2
19,100,09:12.2
24,68,09:12.6
23,66,09:12.9
21,105,09:11.6
17,92,09:12.2
30,95,09:12.2
25,21,09:12.4
14,18,09:12.8
13,12,09:13.2
27,81,09:13.3
25,21,09:13.4
24,68,09:13.5
23,66,09:13.7
16,46,09:13.8
13,12,09:14.0
18,49,09:14.1
21,105,09:14.3
26,17,09:14.2
28,58,09:14.7
17,92,09:14.9
26,17,09:15.1
32,71,09:15.1
11,27,09:15.2
28,58,09:15.6
17,92,09:15.6
29,16,09:15.9
12,74,09:15.8
18,49,09:16.0
25,21,09:16.0
23,66,09:16.2
31,48,09:16.7
25,21,09:16.8
14,18,09:16.5
24,68,09:16.8
22,24,09:17.1
23,66,09:17.0
29,16,09:17.6
15,32,09:17.7
30,95,09:18.2
16,46,09:18.4
19,100,09:17.7
20,79,09:17.7
14,18,09:18.1
29,16,09:18.5
25,21,09:18.6
26,17,09:18.6
25,21,09:22.9
24,68,09:23.1
31,48,09:23.5
26,17,09:22.9
23,66,09:23.2
22,24,09:23.5
26,17,09:23.9
25,21,09:23.9
30,95,09:23.9
11,27,09:24.0
28,58,09:24.1
19,100,09:24.6
14,18,09:24.6
13,12,09:24.8
26,17,09:24.8
11,27,09:24.9
32,71,09:25.4
27,81,09:25.3
25,21,09:25.7
13,12,09:25.7
26,17,09:25.6
24,68,09:26.3
29,16,09:25.8
16,46,09:26.3
25,21,09:26.5
18,49,09:26.5
28,58,09:26.8
16,46,09:27.1
31,48,09:27.0
19,100,09:27.4
27,81,09:27.9
15,32,09:28.1
24,68,09:27.2
19,100,09:28.2
18,49,09:27.5
17,92,09:28.8
30,95,09:27.6
31,48,09:28.9
32,71,09:28.0
21,105,09:29.4
20,79,09:28.2
24,68,09:29.7
25,21,09:29.8
14,18,09:28.7
25,21,09:29.0
11,27,09:29.3
28,58,09:30.2
10,39,09:29.5
19,100,09:29.8
18,49,09:30.1
21,105,09:30.2
14,18,09:30.4
22,24,09:30.8
20,79,09:30.9
11,27,09:31.1
28,58,09:31.2
10,39,09:31.4
31,48,09:31.5
16,46,09:31.6
17,92,09:32.0
32,71,09:31.8
14,18,09:32.3
16,46,09:32.6
21,105,09:32.0
27,81,09:32.3
23,66,09:32.6
12,74,09:32.8
24,68,09:33.0
10,39,09:33.3
29,16,09:33.5
19,100,09:33.3
18,49,09:33.7
28,58,09:33.8
24,68,09:33.8
10,39,09:34.3
29,16,09:34.4
26,17,09:34.3
31,48,09:34.9
16,46,09:35.1
20,79,09:34.4
30,95,09:34.7
17,92,09:35.6
22,24,09:35.9
14,18,09:35.1
32,71,09:35.3
14,18,09:36.0
31,48,09:35.7
32,71,09:36.0
21,105,09:36.3
13,12,09:36.5
28,58,09:36.6
19,100,09:36.8
25,21,09:36.8
12,74,09:37.0
20,79,09:37.2
28,58,09:37.3
26,17,09:37.6
24,68,09:37.4
19,100,09:37.8
24,68,09:49.7
32,71,09:49.8
19,100,09:50.1
15,32,09:49.7
23,66,09:49.8
24,68,09:50.4
22,24,09:50.6
21,105,09:50.9
30,95,09:50.5
27,81,09:50.7
31,48,09:50.8
18,49,09:51.4
13,12,09:51.2
20,79,09:51.5
17,92,09:51.6
23,66,09:51.6
15,32,09:52.2
21,105,09:51.9
16,46,09:51.9
31,48,09:52.5
11,27,09:52.6
29,16,09:52.5
23,66,09:52.6
26,17,09:52.8
12,74,09:53.1
24,68,09:53.3
11,27,09:53.4
10,39,09:53.5
26,17,09:53.8
12,74,09:54.0
27,81,09:54.1
14,18,09:54.3
13,12,09:54.4
11,27,09:54.3
19,100,09:54.3
30,95,09:54.8
12,74,09:54.9
25,21,09:55.1
10,39,09:55.2
21,105,09:55.3
18,49,09:55.8
31,48,09:55.4
19,100,09:56.2
24,68,09:56.6
12,74,09:56.7
13,12,09:56.9
27,81,09:55.8
10,39,09:56.0
31,48,09:56.2
15,32,09:56.7
14,18,09:57.0
31,48,09:57.1
24,68,09:57.4
23,66,09:57.6
14,18,09:57.9
18,49,09:58.3
28,58,09:58.5
28,58,09:57.6
31,48,09:58.0
26,17,09:58.1
23,66,09:58.4
14,18,09:58.8
24,68,09:59.1
29,16,09:58.8
27,81,09:59.0
25,21,09:59.5
15,32,09:59.2
16,46,09:59.8
11,27,09:59.8
18,49,10:00.0
27,81,09:59.9
22,24,10:00.5
31,48,10:00.7
25,21,10:00.3
32,71,10:00.7
17,92,10:00.8
21,105,10:04.9
17,92,10:05.1
26,17,10:05.0
32,71,10:05.2
14,18,10:05.2
22,24,10:05.6
14,18,10:06.0
28,58,10:06.3
25,21,10:05.7
17,92,10:06.0
27,81,10:06.1
20,79,10:06.5
31,48,10:06.7
30,95,10:06.9
13,12,10:07.0
24,68,10:07.0
25,21,10:07.4
16,46,10:07.3
14,18,10:07.8
28,58,10:08.2
26,17,10:07.7
27,81,10:07.9
29,16,10:08.4
17,92,10:08.6
21,105,10:08.6
12,74,10:08.8
25,21,10:09.2
13,12,10:08.8
23,66,10:09.0
31,48,10:09.4
22,24,10:09.8
26,17,10:09.4
29,16,10:10.2
32,71,10:09.8
21,105,10:10.5
23,66,10:10.8
25,21,10:10.1
19,100,10:11.1
21,105,10:11.5
12,74,10:11.6
20,79,10:11.8
17,92,10:10.5
15,32,10:12.1
28,58,10:10.8
25,21,10:11.0
26,17,10:11.2
18,49,10:11.6
10,39,10:11.7
22,24,10:12.4
31,48,10:17.1
13,12,10:17.4
15,32,10:17.3
29,16,10:17.5
12,74,10:17.7
20,79,10:17.7
15,32,10:18.2
18,49,10:18.1
14,18,10:18.4
12,74,10:18.5
15,32,10:19.0
28,58,10:19.4
23,66,10:19.5
29,16,10:18.4
28,58,10:18.5
16,46,10:19.8
11,27,10:19.0
24,68,10:19.2
29,16,10:20.1
22,24,10:19.7
15,32,10:19.9
10,39,10:20.5
30,95,10:20.1
28,58,10:20.3
15,32,10:20.8
12,74,10:24.8
23,66,10:24.8
30,95,10:24.9
26,17,10:25.4
15,32,10:25.2
12,74,10:25.7
21,105,10:25.7
13,12,10:25.9
32,71,10:25.9
11,27,10:26.2
26,17,10:26.2
14,18,10:26.4
20,79,10:26.9
18,49,10:27.2
25,21,10:27.5
31,48,10:27.7
18,49,10:28.2
25,21,10:26.6
16,46,10:26.7
19,100,10:27.0
23,66,10:28.3
27,81,10:27.4
10,39,10:27.8
11,27,10:28.1
32,71,10:28.5
16,46,10:28.6
31,48,10:28.6
20,79,10:32.8
24,68,10:32.8
16,46,10:33.0
26,17,10:33.4
19,100,10:33.1
27,81,10:33.7
18,49,10:34.0
15,32,10:33.3
21,105,10:34.5
19,100,10:34.6
16,46,10:34.7
12,74,10:35.3
31,48,10:35.5
14,18,10:36.2
20,79,10:36.3
23,66,10:33.8
16,46,10:33.9
14,18,10:34.4
27,81,10:34.6
14,18,10:35.2
26,17,10:35.4
11,27,10:35.5
15,32,10:35.8
22,24,10:36.3
27,81,10:36.4
30,95,10:36.5
11,27,10:37.2
24,68,10:37.3
10,39,10:36.4
26,17,10:37.1
13,12,10:37.5
22,24,10:38.0
12,74,10:37.1
10,39,10:37.3
18,49,10:38.3
20,79,10:37.9
16,46,10:38.0
10,39,10:38.2
17,92,10:38.6
24,68,10:38.9
30,95,10:39.3
28,58,10:39.4
22,24,10:38.8
31,48,10:39.0
15,32,10:39.3
16,46,10:39.7
23,66,10:39.7
29,16,10:40.0
19,100,10:40.0
17,92,10:40.2
26,17,10:40.2
14,18,10:40.3
15,32,10:40.9
11,27,10:40.9
17,92,10:41.0
26,17,10:41.0
16,46,10:41.5
20,79,10:41.3
21,105,10:41.8
11,27,10:41.8
15,32,10:41.9
26,17,10:41.9
16,46,10:42.3
31,48,10:42.6
25,21,10:42.7
22,24,10:42.3
27,81,10:42.6
23,66,10:43.1
17,92,10:42.9
18,49,10:43.3
28,58,10:43.6
26,17,10:43.6
25,21,10:43.7
20,79,10:43.8
27,81,10:44.3
13,12,10:44.5
20,79,10:44.8
21,105,10:44.3
32,71,10:44.5
14,18,10:44.8
23,66,10:44.9
31,48,10:45.1
11,27,10:45.4
30,95,10:45.4
12,74,10:45.6
17,92,10:45.7
15,32,10:46.2
16,46,10:45.9
28,58,10:46.2
10,39,10:46.4
14,18,10:46.6
21,105,10:46.8
17,92,10:46.5
13,12,10:47.0
16,46,10:47.4
29,16,10:47.0
19,100,10:47.3
12,74,10:47.4
32,71,10:55.6
23,66,10:55.6
26,17,10:55.6
21,105,10:55.7
20,79,10:56.0
31,48,10:56.5
30,95,10:56.7
19,100,10:56.1
14,18,10:56.2
13,12,10:56.8
23,66,10:57.3
24,68,10:56.8
11,27,10:57.5
18,49,10:56.8
16,46,10:57.5
26,17,10:57.5
10,39,10:57.7
19,100,10:57.9
17,92,10:58.0
28,58,10:58.4
11,27,10:58.4
18,49,10:58.4
22,24,10:58.8
12,74,10:58.7
25,21,10:59.1
10,39,11:07.0
32,71,11:07.1
31,48,11:07.0
26,17,11:07.4
23,66,11:07.4
16,46,11:07.7
29,16,11:07.7
32,71,11:07.9
11,27,11:07.9
30,95,11:08.5
